brightness,contrast,blur_score,edge_density,num_objects,green_ratio,color_entropy,wall_floor_ratio,light_uniformity,num_windows,defect_score,furniture_count,furniture_density,aesthetic_score,low_light_defect_interaction,visual_complexity,clutter_score,log_furniture_density,is_wet_room,is_outdoor,location,scene_category,__description_text__,repair_cost_target
0.5195,0.2255,1.0,0.2496,0.0,0.0683,0.1904,2.3186,0.5659,2.0,0.0319,0.0,0.0,0.3647,0.01384779,0.047523840000000005,0.0,0.0,0.0,1.0,backyard,yard,room_type=backyard; scene=yard; condition=low defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,100279.1
0.4399,0.2363,1.0,0.2076,0.0,0.2662,0.2088,2.3186,0.4629,3.0,0.0674,0.0,0.0,0.361,0.03620054,0.043346880000000004,0.0,0.0,0.0,1.0,backyard,shed,room_type=backyard; scene=shed; condition=medium defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,122005.64
0.4611,0.2575,1.0,0.218,1.0,0.3485,0.2042,2.3186,0.4415,1.0,0.0613,0.0,0.0,0.3757,0.03423605,0.044515599999999995,1.0,0.0,0.0,1.0,backyard,yard,room_type=backyard; scene=yard; condition=medium defects; lighting=poor lighting; clutter=low clutter; furnishing=minimal furniture,113181.42
0.4527,0.2429,1.0,0.1516,0.0,0.6359,0.1887,2.3186,0.4636,0.0,0.024,0.0,0.0,0.4144,0.0128736,0.028606920000000004,0.0,0.0,0.0,1.0,backyard,lawn,room_type=backyard; scene=lawn; condition=low defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,79425.3
0.4959,0.1867,0.611,0.1534,0.0,0.2884,0.1906,2.3186,0.6235,0.0,0.0684,0.0,0.0,0.5132,0.025752599999999997,0.02923804,0.0,0.0,0.0,1.0,backyard,yard,room_type=backyard; scene=yard; condition=medium defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,83593.86
0.4835,0.2766,1.0,0.2446,0.0,0.1775,0.198,2.3303,0.4278,1.0,0.0404,0.0,0.0,0.3622,0.02311688,0.0484308,0.0,0.0,0.0,1.0,backyard,yard,room_type=backyard; scene=yard; condition=medium defects; lighting=poor lighting; clutter=low clutter; furnishing=minimal furniture,96551.59
0.4779,0.2306,0.8346,0.1169,1.0,0.4452,0.2119,2.3186,0.5175,1.0,0.0486,1.0,5.3333,0.4619,0.0234495,0.024771110000000002,2.0,1.8458214273265856,0.0,1.0,backyard,yard,room_type=backyard; scene=yard; condition=medium defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,108476.09
0.4051,0.2225,1.0,0.1958,0.0,0.4132,0.1856,2.3186,0.4508,0.0,0.0989,0.0,0.0,0.3642,0.054315880000000004,0.036340479999999994,0.0,0.0,0.0,1.0,backyard,yard,room_type=backyard; scene=yard; condition=high defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,90056.84
0.5931,0.2767,1.0,0.1908,1.0,0.3608,0.1865,2.3186,0.5334,1.0,0.0273,0.0,0.0,0.4351,0.012738180000000002,0.035584199999999996,1.0,0.0,0.0,1.0,backyard,yard,room_type=backyard; scene=yard; condition=low defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,81222.99
0.4028,0.2513,1.0,0.1764,0.0,0.2678,0.1889,2.3186,0.3761,0.0,0.0755,0.0,0.0,0.3526,0.04710445,0.033321960000000005,0.0,0.0,0.0,1.0,backyard,yard,room_type=backyard; scene=yard; condition=medium defects; lighting=poor lighting; clutter=low clutter; furnishing=minimal furniture,95285.63
0.4161,0.2114,1.0,0.2303,11.0,0.0022,0.1979,2.3186,0.4919,1.0,0.1003,9.0,47.9997,0.3206,0.05096243,0.04557637,20.0,3.8918141756429048,0.0,1.0,backyard,patio,room_type=backyard; scene=patio; condition=high defects; lighting=acceptable lighting; clutter=high clutter; furnishing=furniture packed,172195.21
0.5383,0.2896,0.3728,0.0668,0.0,0.2259,0.1562,2.3186,0.4621,0.0,0.0045,0.0,0.0,0.6127,0.00242055,0.01043416,0.0,0.0,0.0,1.0,backyard,yard,room_type=backyard; scene=yard; condition=low defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,77802.74
0.3173,0.1642,1.0,0.1389,1.0,0.0319,0.1805,2.3186,0.4824,1.0,0.0745,0.0,0.0,0.3023,0.038561200000000004,0.02507145,1.0,0.0,0.0,1.0,backyard,porch,room_type=backyard; scene=porch; condition=medium defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,114118.28
0.5668,0.293,1.0,0.2735,1.0,0.3342,0.1976,2.3186,0.4831,0.0,0.1067,0.0,0.0,0.4054,0.055153230000000004,0.054043600000000004,1.0,0.0,0.0,1.0,backyard,yard,room_type=backyard; scene=yard; condition=high defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,117514.09
0.4719,0.2668,1.0,0.1924,0.0,0.418,0.1936,2.3186,0.4346,1.0,0.077,0.0,0.0,0.3921,0.0435358,0.03724864,0.0,0.0,0.0,1.0,backyard,yard,room_type=backyard; scene=yard; condition=medium defects; lighting=poor lighting; clutter=low clutter; furnishing=minimal furniture,86883.78
0.453,0.2068,1.0,0.2751,0.0,0.1056,0.2028,2.3186,0.5435,3.0,0.0507,0.0,0.0,0.3367,0.023144550000000003,0.055790280000000005,0.0,0.0,0.0,1.0,backyard,manufactured_home,room_type=backyard; scene=manufactured_home; condition=medium defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,121957.11
0.4671,0.2123,1.0,0.2706,1.0,0.0499,0.2271,2.33,0.5456,0.0,0.0701,1.0,6.006,0.3377,0.03185344,0.06145326,2.0,1.946766924775295,0.0,1.0,backyard,yard,room_type=backyard; scene=yard; condition=medium defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,111108.68
0.3844,0.2294,1.0,0.2065,0.0,0.0099,0.2003,2.3055,0.4033,0.0,0.1478,0.0,0.0,0.3135,0.08819226,0.04136195,0.0,0.0,0.0,1.0,backyard,pavilion,room_type=backyard; scene=pavilion; condition=high defects; lighting=poor lighting; clutter=low clutter; furnishing=minimal furniture,118999.55
0.5987,0.235,1.0,0.1892,0.0,0.0759,0.2117,2.3186,0.6075,0.0,0.0552,0.0,0.0,0.4092,0.021665999999999998,0.04005364,0.0,0.0,0.0,1.0,backyard,manufactured_home,room_type=backyard; scene=manufactured_home; condition=medium defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,79168.65
0.5179,0.2419,1.0,0.1708,5.0,0.0726,0.2227,2.3186,0.533,1.0,0.0833,4.0,21.3332,0.3803,0.038901099999999994,0.03803716,9.0,3.1060743605557812,0.0,1.0,backyard,porch,room_type=backyard; scene=porch; condition=high defects; lighting=acceptable lighting; clutter=moderate clutter; furnishing=average furniture,144299.51
0.5874,0.2851,1.0,0.1291,3.0,0.1031,0.2149,2.3186,0.5147,0.0,0.0638,1.0,5.3333,0.4195,0.030962139999999996,0.02774359,4.0,1.8458214273265856,0.0,1.0,backyard,patio,room_type=backyard; scene=patio; condition=medium defects; lighting=acceptable lighting; clutter=moderate clutter; furnishing=minimal furniture,108475.15
0.451,0.194,1.0,0.1787,1.0,0.2431,0.1917,2.3186,0.5698,1.0,0.0645,0.0,0.0,0.369,0.027747900000000002,0.03425679,1.0,0.0,0.0,1.0,backyard,yard,room_type=backyard; scene=yard; condition=medium defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,89684.83
0.516,0.1734,0.9745,0.1573,0.0,0.0,0.2084,2.3186,0.6639,0.0,0.0618,0.0,0.0,0.3826,0.020770979999999998,0.03278132,0.0,0.0,0.0,1.0,backyard,garage/outdoor,room_type=backyard; scene=garage/outdoor; condition=medium defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,79603.49
0.502,0.296,1.0,0.2298,0.0,0.0612,0.2042,2.3186,0.4102,2.0,0.1162,0.0,0.0,0.3609,0.06853476,0.04692516,0.0,0.0,0.0,1.0,backyard,yard,room_type=backyard; scene=yard; condition=high defects; lighting=poor lighting; clutter=low clutter; furnishing=minimal furniture,125931.33
0.5492,0.2621,0.3559,0.0996,0.0,0.0006,0.1463,2.3186,0.5228,0.0,0.0255,0.0,0.0,0.593,0.012168599999999998,0.014571480000000001,0.0,0.0,0.0,1.0,backyard,manufactured_home,room_type=backyard; scene=manufactured_home; condition=low defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,90175.75
0.5604,0.2235,1.0,0.166,4.0,0.0322,0.2099,2.3186,0.6012,2.0,0.0468,4.0,21.3332,0.3942,0.01866384,0.034843400000000004,8.0,3.1060743605557812,0.0,1.0,backyard,patio,room_type=backyard; scene=patio; condition=medium defects; lighting=acceptable lighting; clutter=moderate clutter; furnishing=average furniture,128346.29
0.546,0.2089,1.0,0.2623,1.0,0.006,0.2177,2.3186,0.6175,1.0,0.025,1.0,5.3333,0.3665,0.0095625,0.057102709999999994,2.0,1.8458214273265856,0.0,1.0,backyard,yard,room_type=backyard; scene=yard; condition=low defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,119600.25
0.5514,0.1195,0.5976,0.0916,1.0,0.0001,0.1908,2.3186,0.7832,0.0,0.0216,0.0,0.0,0.5229,0.00468288,0.01747728,1.0,0.0,0.0,1.0,backyard,manufactured_home,room_type=backyard; scene=manufactured_home; condition=low defects; lighting=good lighting; clutter=low clutter; furnishing=minimal furniture,71053.63
0.5484,0.2487,1.0,0.2042,1.0,0.3081,0.2152,2.3186,0.5464,0.0,0.0644,0.0,0.0,0.4093,0.02921184,0.04394384,1.0,0.0,0.0,1.0,backyard,manufactured_home,room_type=backyard; scene=manufactured_home; condition=medium defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,99862.55
0.4197,0.2182,1.0,0.2477,15.0,0.2077,0.2391,2.3186,0.4802,2.0,0.1235,15.0,79.9996,0.3391,0.06419530000000001,0.059225070000000005,30.0,4.39444421638864,0.0,1.0,backyard,porch,room_type=backyard; scene=porch; condition=high defects; lighting=acceptable lighting; clutter=high clutter; furnishing=furniture packed,185528.64
0.5492,0.2967,1.0,0.1834,0.0,0.1525,0.2323,2.3186,0.4598,3.0,0.0813,0.0,0.0,0.3983,0.04391826,0.04260382,0.0,0.0,0.0,1.0,backyard,manufactured_home,room_type=backyard; scene=manufactured_home; condition=high defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,119438.7
0.498,0.2544,1.0,0.1693,0.0,0.0003,0.187,2.3186,0.4892,0.0,0.077,0.0,0.0,0.3654,0.039331599999999994,0.0316591,0.0,0.0,0.0,1.0,backyard,barndoor,room_type=backyard; scene=barndoor; condition=medium defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,87095.26
0.5165,0.2849,1.0,0.1162,0.0,0.388,0.2052,2.3186,0.4484,1.0,0.0282,0.0,0.0,0.4222,0.015555119999999999,0.02384424,0.0,0.0,0.0,1.0,backyard,yard,room_type=backyard; scene=yard; condition=low defects; lighting=poor lighting; clutter=low clutter; furnishing=minimal furniture,94650.6
0.5674,0.2949,1.0,0.16,5.0,0.0005,0.2016,2.3186,0.4804,0.0,0.0735,5.0,26.6665,0.395,0.038190600000000005,0.032256,10.0,3.320222295013958,0.0,1.0,backyard,motel,room_type=backyard; scene=motel; condition=medium defects; lighting=acceptable lighting; clutter=moderate clutter; furnishing=average furniture,132097.49
0.6365,0.2845,1.0,0.1649,3.0,0.0004,0.1882,2.3186,0.553,2.0,0.0655,0.0,0.0,0.4216,0.0292785,0.031034179999999998,3.0,0.0,0.0,1.0,backyard,manufactured_home,room_type=backyard; scene=manufactured_home; condition=medium defects; lighting=acceptable lighting; clutter=moderate clutter; furnishing=minimal furniture,104584.25
0.5444,0.2157,0.8567,0.1353,10.0,0.0,0.1822,2.3186,0.6037,0.0,0.0242,8.0,42.6664,0.4337,0.009590459999999999,0.024651660000000002,18.0,3.7765789276441657,0.0,1.0,backyard,patio,room_type=backyard; scene=patio; condition=low defects; lighting=acceptable lighting; clutter=high clutter; furnishing=furniture packed,121987.41
0.5849,0.281,1.0,0.1769,0.0,0.0001,0.2033,2.3186,0.5195,2.0,0.0491,0.0,0.0,0.3986,0.02359255,0.03596377,0.0,0.0,0.0,1.0,backyard,hunting_lodge/outdoor,room_type=backyard; scene=hunting_lodge/outdoor; condition=medium defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,100744.23
0.4947,0.3119,0.2581,0.0485,0.0,0.0005,0.1724,2.3186,0.3695,0.0,0.0276,0.0,0.0,0.6108,0.017401800000000002,0.0083614,0.0,0.0,0.0,1.0,backyard,manufactured_home,room_type=backyard; scene=manufactured_home; condition=low defects; lighting=poor lighting; clutter=low clutter; furnishing=minimal furniture,68810.34
0.5641,0.2762,1.0,0.1796,1.0,0.0002,0.185,2.3186,0.5103,0.0,0.0483,0.0,0.0,0.3897,0.02365251,0.033226,1.0,0.0,0.0,1.0,backyard,yard,room_type=backyard; scene=yard; condition=medium defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,102341.97
0.5689,0.3021,1.0,0.1387,8.0,0.0027,0.1819,2.3186,0.469,1.0,0.0375,4.0,21.3332,0.4001,0.0199125,0.02522953,12.0,3.1060743605557812,0.0,1.0,backyard,patio,room_type=backyard; scene=patio; condition=low defects; lighting=acceptable lighting; clutter=high clutter; furnishing=average furniture,138797.04
0.5957,0.2601,0.8905,0.1717,0.0,0.2164,0.2015,2.3186,0.5633,1.0,0.013,0.0,0.0,0.4584,0.005677099999999999,0.03459755,0.0,0.0,0.0,1.0,backyard,kennel/outdoor,room_type=backyard; scene=kennel/outdoor; condition=low defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,79320.31
0.3936,0.1817,1.0,0.3166,0.0,0.114,0.2071,2.3186,0.5384,0.0,0.116,0.0,0.0,0.3089,0.053545600000000006,0.06556786,0.0,0.0,0.0,1.0,backyard,driveway,room_type=backyard; scene=driveway; condition=high defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,112039.97
0.6481,0.3409,1.0,0.1248,1.0,0.0119,0.1869,2.3186,0.474,1.0,0.0507,0.0,0.0,0.4355,0.026668200000000003,0.02332512,1.0,0.0,0.0,1.0,backyard,manufactured_home,room_type=backyard; scene=manufactured_home; condition=medium defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,96689.96
0.492,0.1435,0.4894,0.121,1.0,0.0257,0.1917,2.3186,0.7084,0.0,0.0381,0.0,0.0,0.5283,0.011109959999999999,0.0231957,1.0,0.0,0.0,1.0,backyard,yard,room_type=backyard; scene=yard; condition=low defects; lighting=good lighting; clutter=low clutter; furnishing=minimal furniture,83598.08
0.5709,0.2405,1.0,0.1991,0.0,0.0759,0.2176,2.3186,0.5788,1.0,0.0549,0.0,0.0,0.3961,0.02312388,0.04332416,0.0,0.0,0.0,1.0,backyard,yard,room_type=backyard; scene=yard; condition=medium defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,101792.46
0.3485,0.2535,0.711,0.1634,2.0,0.188,0.2012,2.3186,0.2725,0.0,0.0945,1.0,5.3333,0.4122,0.06874875,0.032876079999999995,3.0,1.8458214273265856,0.0,1.0,backyard,yard,room_type=backyard; scene=yard; condition=high defects; lighting=poor lighting; clutter=low clutter; furnishing=minimal furniture,129185.84
0.517,0.2637,1.0,0.1643,2.0,0.0745,0.2444,2.3186,0.4899,1.0,0.1509,1.0,5.3333,0.3814,0.07697409000000001,0.040154920000000004,3.0,1.8458214273265856,0.0,1.0,backyard,swimming_pool/outdoor,room_type=backyard; scene=swimming_pool/outdoor; condition=high defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,115808.0
0.5081,0.2324,1.0,0.1214,6.0,0.0282,0.1986,2.3186,0.5426,0.0,0.0341,5.0,26.6665,0.3818,0.01559734,0.02411004,11.0,3.320222295013958,0.0,1.0,backyard,motel,room_type=backyard; scene=motel; condition=low defects; lighting=acceptable lighting; clutter=moderate clutter; furnishing=average furniture,118577.02
0.4421,0.2212,0.9836,0.1422,5.0,0.0505,0.2015,2.3186,0.4995,0.0,0.084,3.0,15.9999,0.3584,0.042041999999999996,0.0286533,8.0,2.8332074616859737,0.0,1.0,backyard,pavilion,room_type=backyard; scene=pavilion; condition=high defects; lighting=acceptable lighting; clutter=moderate clutter; furnishing=average furniture,129487.81
0.6369,0.3044,1.0,0.185,5.0,0.0533,0.2052,2.3186,0.522,0.0,0.0627,4.0,21.3332,0.4231,0.0299706,0.037961999999999996,9.0,3.1060743605557812,0.0,1.0,backyard,manufactured_home,room_type=backyard; scene=manufactured_home; condition=medium defects; lighting=acceptable lighting; clutter=moderate clutter; furnishing=average furniture,120342.57
0.5498,0.2103,0.6635,0.1033,0.0,0.018,0.2054,2.3186,0.6176,0.0,0.0113,0.0,0.0,0.502,0.0043211199999999995,0.021217820000000002,0.0,0.0,0.0,1.0,backyard,porch,room_type=backyard; scene=porch; condition=low defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,75867.16
0.5841,0.2654,1.0,0.2028,4.0,0.0329,0.2336,2.3186,0.5457,2.0,0.0802,4.0,21.3332,0.3964,0.03643486,0.04737408,8.0,3.1060743605557812,0.0,1.0,backyard,patio,room_type=backyard; scene=patio; condition=high defects; lighting=acceptable lighting; clutter=moderate clutter; furnishing=average furniture,148039.07
0.5985,0.2667,1.0,0.1556,7.0,0.2002,0.2086,2.33,0.5544,0.0,0.0428,5.0,30.0298,0.4283,0.019071679999999997,0.03245816,12.0,3.434948033064074,0.0,1.0,backyard,yard,room_type=backyard; scene=yard; condition=medium defects; lighting=acceptable lighting; clutter=high clutter; furnishing=average furniture,134690.26
0.5903,0.2945,0.5229,0.1139,0.0,0.2132,0.1772,2.3186,0.501,0.0,0.0126,0.0,0.0,0.5778,0.0062874,0.02018308,0.0,0.0,0.0,1.0,backyard,garage/outdoor,room_type=backyard; scene=garage/outdoor; condition=low defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,82518.13
0.438,0.2392,1.0,0.2251,0.0,0.1547,0.1975,2.3186,0.4539,2.0,0.0635,0.0,0.0,0.3457,0.03467735,0.044457250000000004,0.0,0.0,0.0,1.0,backyard,yard,room_type=backyard; scene=yard; condition=medium defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,111115.73
0.5656,0.2271,1.0,0.1567,5.0,0.0276,0.2264,2.3186,0.5984,1.0,0.0483,3.0,15.9999,0.3977,0.01939728,0.03547688,8.0,2.8332074616859737,0.0,1.0,backyard,porch,room_type=backyard; scene=porch; condition=medium defects; lighting=acceptable lighting; clutter=moderate clutter; furnishing=average furniture,118763.94
0.6177,0.2116,1.0,0.1893,1.0,0.105,0.243,2.3186,0.6574,2.0,0.0264,1.0,5.3333,0.4197,0.00904464,0.045999899999999996,2.0,1.8458214273265856,0.0,1.0,backyard,yard,room_type=backyard; scene=yard; condition=low defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,109926.84
0.6231,0.345,1.0,0.1727,0.0,0.1289,0.1641,2.3186,0.4464,0.0,0.1045,0.0,0.0,0.4276,0.0578512,0.02834007,0.0,0.0,0.0,1.0,backyard,manufactured_home,room_type=backyard; scene=manufactured_home; condition=high defects; lighting=poor lighting; clutter=low clutter; furnishing=minimal furniture,109120.16
0.4624,0.29,1.0,0.1251,5.0,0.0305,0.2164,2.3186,0.3728,2.0,0.0323,4.0,21.3332,0.363,0.020258560000000002,0.027071639999999998,9.0,3.1060743605557812,0.0,1.0,backyard,swimming_pool/outdoor,room_type=backyard; scene=swimming_pool/outdoor; condition=low defects; lighting=poor lighting; clutter=moderate clutter; furnishing=average furniture,161373.06
0.5952,0.1861,1.0,0.1475,2.0,0.0124,0.2241,2.3186,0.6874,1.0,0.0652,2.0,10.6666,0.4098,0.020381519999999997,0.033054749999999994,4.0,2.456730058519263,0.0,1.0,backyard,playground,room_type=backyard; scene=playground; condition=medium defects; lighting=acceptable lighting; clutter=low clutter; furnishing=average furniture,127567.07
0.5286,0.276,1.0,0.1497,4.0,0.022,0.2023,2.3186,0.478,0.0,0.0658,2.0,10.6666,0.3837,0.0343476,0.030284310000000002,6.0,2.456730058519263,0.0,1.0,backyard,yard,room_type=backyard; scene=yard; condition=medium defects; lighting=acceptable lighting; clutter=moderate clutter; furnishing=average furniture,114502.19
0.6445,0.2566,1.0,0.1662,0.0,0.0511,0.1934,2.3186,0.6018,1.0,0.0366,0.0,0.0,0.4297,0.01457412,0.03214308,0.0,0.0,0.0,1.0,backyard,barn,room_type=backyard; scene=barn; condition=low defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,85252.92
0.3531,0.2184,1.0,0.255,0.0,0.4905,0.2099,2.3186,0.3815,0.0,0.1478,0.0,0.0,0.3393,0.0914143,0.0535245,0.0,0.0,0.0,1.0,backyard,yard,room_type=backyard; scene=yard; condition=high defects; lighting=poor lighting; clutter=low clutter; furnishing=minimal furniture,126002.3
0.4344,0.2167,1.0,0.3008,1.0,0.3592,0.2441,2.3186,0.5011,3.0,0.1116,0.0,0.0,0.3497,0.05567724,0.07342528000000001,1.0,0.0,0.0,1.0,backyard,yard,room_type=backyard; scene=yard; condition=high defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,131273.57
0.5637,0.2699,1.0,0.1501,3.0,0.0233,0.1814,2.33,0.5212,1.0,0.0504,3.0,18.0179,0.3978,0.02413152,0.02722814,6.0,2.945380640926964,0.0,1.0,backyard,yard,room_type=backyard; scene=yard; condition=medium defects; lighting=acceptable lighting; clutter=moderate clutter; furnishing=average furniture,112670.42
0.559,0.1822,1.0,0.3246,2.0,0.0904,0.2043,2.33,0.6741,2.0,0.0721,0.0,0.0,0.3727,0.023497389999999996,0.06631578,2.0,0.0,0.0,1.0,backyard,manufactured_home,room_type=backyard; scene=manufactured_home; condition=medium defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,113336.23
0.6928,0.3142,0.6871,0.0781,2.0,0.0328,0.1598,2.3186,0.5465,2.0,0.0173,0.0,0.0,0.5586,0.00784555,0.012480380000000001,2.0,0.0,0.0,1.0,backyard,barndoor,room_type=backyard; scene=barndoor; condition=low defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,85635.49
0.4818,0.1909,1.0,0.148,3.0,0.2417,0.2119,2.3186,0.6038,1.0,0.0628,2.0,10.6666,0.3873,0.024881359999999998,0.0313612,5.0,2.456730058519263,0.0,1.0,backyard,garage/outdoor,room_type=backyard; scene=garage/outdoor; condition=medium defects; lighting=acceptable lighting; clutter=moderate clutter; furnishing=average furniture,121918.74
0.583,0.2545,1.0,0.1992,1.0,0.0275,0.2192,2.3186,0.5635,2.0,0.0667,0.0,0.0,0.3961,0.02911455,0.04366464,1.0,0.0,0.0,1.0,backyard,fire_station,room_type=backyard; scene=fire_station; condition=medium defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,100946.3
0.5662,0.2542,1.0,0.2165,0.0,0.3102,0.2224,2.3186,0.551,0.0,0.104,0.0,0.0,0.4142,0.046695999999999994,0.048149599999999994,0.0,0.0,0.0,1.0,backyard,yard,room_type=backyard; scene=yard; condition=high defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,104183.64
0.575,0.3355,1.0,0.2073,10.0,0.1506,0.2046,2.3186,0.4166,4.0,0.1027,5.0,26.6665,0.4036,0.05991517999999999,0.042413580000000006,15.0,3.320222295013958,0.0,1.0,backyard,picnic_area,room_type=backyard; scene=picnic_area; condition=high defects; lighting=poor lighting; clutter=high clutter; furnishing=average furniture,162258.17
0.3855,0.2046,1.0,0.2353,1.0,0.2726,0.2137,2.3186,0.4693,0.0,0.1497,1.0,5.3333,0.3344,0.07944578999999999,0.05028361,2.0,1.8458214273265856,0.0,1.0,backyard,swimming_pool/outdoor,room_type=backyard; scene=swimming_pool/outdoor; condition=high defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,135075.9
0.3643,0.2602,1.0,0.2077,1.0,0.2584,0.2021,2.3186,0.2856,1.0,0.0841,1.0,5.3333,0.33,0.06008103999999999,0.04197617,2.0,1.8458214273265856,0.0,1.0,backyard,yard,room_type=backyard; scene=yard; condition=high defects; lighting=poor lighting; clutter=low clutter; furnishing=minimal furniture,127314.2
0.6071,0.2464,0.608,0.0899,2.0,0.0504,0.2081,2.3186,0.5942,1.0,0.037,0.0,0.0,0.5475,0.015014600000000001,0.01870819,2.0,0.0,0.0,1.0,backyard,swimming_pool/outdoor,room_type=backyard; scene=swimming_pool/outdoor; condition=low defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,79966.9
0.405,0.2982,1.0,0.1062,6.0,0.0401,0.1834,2.3186,0.2636,2.0,0.0529,6.0,31.9998,0.3448,0.03895556,0.01947708,12.0,3.496501500842054,0.0,1.0,backyard,patio,room_type=backyard; scene=patio; condition=medium defects; lighting=poor lighting; clutter=moderate clutter; furnishing=furniture packed,163583.28
0.6129,0.194,0.5953,0.121,0.0,0.0133,0.1935,2.3186,0.6834,1.0,0.0311,0.0,0.0,0.5437,0.009846259999999999,0.0234135,0.0,0.0,0.0,1.0,backyard,manufactured_home,room_type=backyard; scene=manufactured_home; condition=low defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,82230.17
0.424,0.2174,1.0,0.2837,0.0,0.24,0.203,2.3186,0.4873,3.0,0.031,0.0,0.0,0.3369,0.015893699999999997,0.057591100000000006,0.0,0.0,0.0,1.0,backyard,garage/outdoor,room_type=backyard; scene=garage/outdoor; condition=low defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,129018.71
0.5011,0.1968,0.6482,0.1664,0.0,0.0182,0.1717,2.3186,0.6073,0.0,0.0059,0.0,0.0,0.4745,0.00231693,0.028570879999999996,0.0,0.0,0.0,1.0,backyard,yard,room_type=backyard; scene=yard; condition=low defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,81536.61
0.632,0.2631,1.0,0.1442,2.0,0.0027,0.1954,2.3186,0.5837,0.0,0.0665,0.0,0.0,0.4243,0.027683950000000002,0.02817668,2.0,0.0,0.0,1.0,backyard,swimming_pool/outdoor,room_type=backyard; scene=swimming_pool/outdoor; condition=medium defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,74405.6
0.4952,0.3123,0.7382,0.0817,0.0,0.5221,0.159,2.3186,0.3692,2.0,0.0249,0.0,0.0,0.5125,0.01570692,0.0129903,0.0,0.0,0.0,1.0,backyard,yard,room_type=backyard; scene=yard; condition=low defects; lighting=poor lighting; clutter=low clutter; furnishing=minimal furniture,106438.7
0.7311,0.2348,1.0,0.1535,0.0,0.1236,0.1532,2.3186,0.6788,1.0,0.0238,0.0,0.0,0.4741,0.007644560000000002,0.0235162,0.0,0.0,0.0,1.0,backyard,yard,room_type=backyard; scene=yard; condition=low defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,71608.13
0.4872,0.2663,1.0,0.1597,1.0,0.3628,0.1948,2.3186,0.4533,0.0,0.0721,1.0,5.3333,0.3992,0.03941707,0.03110956,2.0,1.8458214273265856,0.0,1.0,backyard,yard,room_type=backyard; scene=yard; condition=medium defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,105620.37
0.4576,0.2746,1.0,0.1783,0.0,0.078,0.2113,2.3186,0.3999,0.0,0.0661,0.0,0.0,0.3552,0.03966661000000001,0.03767478999999999,0.0,0.0,0.0,1.0,backyard,yard,room_type=backyard; scene=yard; condition=medium defects; lighting=poor lighting; clutter=low clutter; furnishing=minimal furniture,82642.89
