filename,location,scene_category,brightness,contrast,blur_score,edge_density,num_objects,green_ratio,color_entropy,wall_floor_ratio,light_uniformity,num_windows,defect_score,furniture_count,furniture_density,aesthetic_score,predicted_repair_cost,predicted_repair_cost_label,predicted_repair
backyard (292).jpg,backyard,yard,0.3541,0.2115,1.0,0.1953,0,0.3614,0.1986,2.3186,0.4028,1,0.0722,0,0.0,0.3387,105603.99,105 604 RUB,Косметический
backyard (293).jpg,backyard,yard,0.477,0.2244,0.9375,0.2037,0,0.1955,0.1943,2.3186,0.5295,1,0.0697,0,0.0,0.3884,98028.97,98 029 RUB,Косметический
backyard (294).jpg,backyard,yard,0.5263,0.2333,0.1916,0.0511,0,0.2217,0.1899,2.3186,0.5566,0,0.0125,0,0.0,0.665,73681.73,73 682 RUB,Без ремонта
backyard (295).jpg,backyard,doorway/outdoor,0.4217,0.2154,1.0,0.1168,3,0.0533,0.1966,2.3186,0.4892,1,0.0599,1,5.3333,0.3507,111976.22,111 976 RUB,Косметический
backyard (296).jpg,backyard,garage/outdoor,0.6194,0.2114,1.0,0.2578,0,0.0053,0.2198,2.3186,0.6587,0,0.0559,0,0.0,0.3967,99647.31,99 647 RUB,Косметический
backyard (297).jpg,backyard,garage/outdoor,0.673,0.2313,0.7501,0.1185,0,0.0,0.1862,2.3186,0.6564,0,0.0171,0,0.0,0.5205,79385.44,79 385 RUB,Без ремонта
backyard (298).jpg,backyard,yard,0.5793,0.2306,1.0,0.1777,2,0.1446,0.2167,2.3186,0.6019,0,0.0404,0,0.0,0.4107,94853.17,94 853 RUB,Косметический
backyard (299).jpg,backyard,yard,0.498,0.1982,1.0,0.2607,0,0.1911,0.2035,2.3186,0.602,2,0.0371,0,0.0,0.3662,101426.33,101 426 RUB,Косметический
backyard (3).jpeg,backyard,lawn,0.4066,0.2372,1.0,0.2068,1,0.0174,0.1612,2.3333,0.4166,0,0.033,0,0.0,0.323,95238.1,95 238 RUB,Косметический
backyard (3).jpg,backyard,yard,0.4231,0.2216,1.0,0.235,0,0.1147,0.1901,2.3186,0.4764,3,0.0588,0,0.0,0.3337,115948.72,115 949 RUB,Косметический
backyard (30).jpeg,backyard,manufactured_home,0.5234,0.2432,1.0,0.1867,4,0.0107,0.2005,2.3303,0.5354,3,0.0288,2,10.7238,0.3731,137933.76,137 934 RUB,Косметический
backyard (30).jpg,backyard,manufactured_home,0.4919,0.1848,1.0,0.1429,0,0.205,0.1995,2.33,0.6242,1,0.0206,0,0.0,0.3887,88660.55,88 661 RUB,Без ремонта
backyard (300).jpg,backyard,patio,0.5545,0.2284,1.0,0.18,6,0.3101,0.197,2.3186,0.588,4,0.0492,5,26.6665,0.4168,149219.61,149 220 RUB,Косметический
backyard (301).jpg,backyard,pasture,0.5113,0.2037,0.8924,0.2102,0,0.4431,0.1912,2.3186,0.6017,1,0.0384,0,0.0,0.4391,92408.95,92 409 RUB,Косметический
backyard (302).jpg,backyard,yard,0.339,0.2226,1.0,0.2077,0,0.2281,0.1962,2.3186,0.3435,1,0.068,0,0.0,0.3169,106257.88,106 258 RUB,Косметический
backyard (303).jpg,backyard,barn,0.6247,0.2893,0.5812,0.0903,0,0.2794,0.1772,2.3186,0.5369,0,0.0363,0,0.0,0.5854,79557.34,79 557 RUB,Без ремонта
backyard (304).jpg,backyard,patio,0.4471,0.2465,1.0,0.1544,7,0.1637,0.2068,2.3186,0.4487,2,0.0671,7,37.3331,0.3643,158352.83,158 353 RUB,Косметический
backyard (305).jpg,backyard,yard,0.5643,0.2289,0.5543,0.083,0,0.3409,0.1821,2.3186,0.5943,1,0.0145,0,0.0,0.5769,83722.13,83 722 RUB,Без ремонта
backyard (306).jpg,backyard,shed,0.4399,0.2363,1.0,0.2076,0,0.2662,0.2088,2.3186,0.4629,3,0.0674,0,0.0,0.361,117105.97,117 106 RUB,Косметический
backyard (307).jpg,backyard,yard,0.4611,0.2575,1.0,0.218,1,0.3485,0.2042,2.3186,0.4415,1,0.0613,0,0.0,0.3757,104905.65,104 906 RUB,Косметический
backyard (308).jpg,backyard,lawn,0.4527,0.2429,1.0,0.1516,0,0.6359,0.1887,2.3186,0.4636,0,0.024,0,0.0,0.4144,86372.98,86 373 RUB,Без ремонта
backyard (309).jpg,backyard,yard,0.4959,0.1867,0.611,0.1534,0,0.2884,0.1906,2.3186,0.6235,0,0.0684,0,0.0,0.5132,84663.64,84 664 RUB,Без ремонта
backyard (31).jpeg,backyard,yard,0.4835,0.2766,1.0,0.2446,0,0.1775,0.198,2.3303,0.4278,1,0.0404,0,0.0,0.3622,100821.96,100 822 RUB,Косметический
backyard (310).jpg,backyard,yard,0.4779,0.2306,0.8346,0.1169,1,0.4452,0.2119,2.3186,0.5175,1,0.0486,1,5.3333,0.4619,108544.37,108 544 RUB,Косметический
backyard (311).jpg,backyard,yard,0.4051,0.2225,1.0,0.1958,0,0.4132,0.1856,2.3186,0.4508,0,0.0989,0,0.0,0.3642,101415.22,101 415 RUB,Косметический
backyard (312).jpg,backyard,yard,0.5931,0.2767,1.0,0.1908,1,0.3608,0.1865,2.3186,0.5334,1,0.0273,0,0.0,0.4351,89075.31,89 075 RUB,Без ремонта
backyard (313).jpg,backyard,yard,0.4028,0.2513,1.0,0.1764,0,0.2678,0.1889,2.3186,0.3761,0,0.0755,0,0.0,0.3526,97984.79,97 985 RUB,Косметический
backyard (314).jpg,backyard,patio,0.4161,0.2114,1.0,0.2303,11,0.0022,0.1979,2.3186,0.4919,1,0.1003,9,47.9997,0.3206,166802.31,166 802 RUB,Косметический
backyard (315).jpg,backyard,yard,0.5383,0.2896,0.3728,0.0668,0,0.2259,0.1562,2.3186,0.4621,0,0.0045,0,0.0,0.6127,80008.32,80 008 RUB,Без ремонта
backyard (316).jpg,backyard,porch,0.3173,0.1642,1.0,0.1389,1,0.0319,0.1805,2.3186,0.4824,1,0.0745,0,0.0,0.3023,101067.84,101 068 RUB,Косметический
backyard (317).jpg,backyard,yard,0.5668,0.293,1.0,0.2735,1,0.3342,0.1976,2.3186,0.4831,0,0.1067,0,0.0,0.4054,112287.17,112 287 RUB,Косметический
backyard (318).jpg,backyard,yard,0.4719,0.2668,1.0,0.1924,0,0.418,0.1936,2.3186,0.4346,1,0.077,0,0.0,0.3921,101082.33,101 082 RUB,Косметический
backyard (319).jpg,backyard,manufactured_home,0.453,0.2068,1.0,0.2751,0,0.1056,0.2028,2.3186,0.5435,3,0.0507,0,0.0,0.3367,116842.5,116 842 RUB,Косметический
backyard (32).jpeg,backyard,yard,0.4671,0.2123,1.0,0.2706,1,0.0499,0.2271,2.33,0.5456,0,0.0701,1,6.006,0.3377,114674.94,114 675 RUB,Косметический
backyard (32).jpg,backyard,pavilion,0.3844,0.2294,1.0,0.2065,0,0.0099,0.2003,2.3055,0.4033,0,0.1478,0,0.0,0.3135,116665.6,116 666 RUB,Косметический
backyard (320).jpg,backyard,manufactured_home,0.5987,0.235,1.0,0.1892,0,0.0759,0.2117,2.3186,0.6075,0,0.0552,0,0.0,0.4092,89878.04,89 878 RUB,Без ремонта
backyard (321).jpg,backyard,porch,0.5179,0.2419,1.0,0.1708,5,0.0726,0.2227,2.3186,0.533,1,0.0833,4,21.3332,0.3803,133192.34,133 192 RUB,Косметический
backyard (322).jpg,backyard,patio,0.5874,0.2851,1.0,0.1291,3,0.1031,0.2149,2.3186,0.5147,0,0.0638,1,5.3333,0.4195,109240.47,109 240 RUB,Косметический
backyard (323).jpg,backyard,yard,0.451,0.194,1.0,0.1787,1,0.2431,0.1917,2.3186,0.5698,1,0.0645,0,0.0,0.369,96507.18,96 507 RUB,Косметический
backyard (324).jpg,backyard,garage/outdoor,0.516,0.1734,0.9745,0.1573,0,0.0,0.2084,2.3186,0.6639,0,0.0618,0,0.0,0.3826,82510.03,82 510 RUB,Без ремонта
backyard (325).jpg,backyard,yard,0.502,0.296,1.0,0.2298,0,0.0612,0.2042,2.3186,0.4102,2,0.1162,0,0.0,0.3609,126359.0,126 359 RUB,Косметический
backyard (326).jpg,backyard,manufactured_home,0.5492,0.2621,0.3559,0.0996,0,0.0006,0.1463,2.3186,0.5228,0,0.0255,0,0.0,0.593,82348.04,82 348 RUB,Без ремонта
backyard (327).jpg,backyard,patio,0.5604,0.2235,1.0,0.166,4,0.0322,0.2099,2.3186,0.6012,2,0.0468,4,21.3332,0.3942,131751.03,131 751 RUB,Косметический
backyard (328).jpg,backyard,yard,0.546,0.2089,1.0,0.2623,1,0.006,0.2177,2.3186,0.6175,1,0.025,1,5.3333,0.3665,114205.98,114 206 RUB,Косметический
backyard (329).jpg,backyard,manufactured_home,0.5514,0.1195,0.5976,0.0916,1,0.0001,0.1908,2.3186,0.7832,0,0.0216,0,0.0,0.5229,69093.03,69 093 RUB,Без ремонта
backyard (33).jpeg,backyard,manufactured_home,0.5484,0.2487,1.0,0.2042,1,0.3081,0.2152,2.3186,0.5464,0,0.0644,0,0.0,0.4093,92873.74,92 874 RUB,Косметический
backyard (33).jpg,backyard,porch,0.4197,0.2182,1.0,0.2477,15,0.2077,0.2391,2.3186,0.4802,2,0.1235,15,79.9996,0.3391,187880.18,187 880 RUB,Капитальный
backyard (330).jpg,backyard,manufactured_home,0.5492,0.2967,1.0,0.1834,0,0.1525,0.2323,2.3186,0.4598,3,0.0813,0,0.0,0.3983,117121.59,117 122 RUB,Косметический
backyard (331).jpg,backyard,barndoor,0.498,0.2544,1.0,0.1693,0,0.0003,0.187,2.3186,0.4892,0,0.077,0,0.0,0.3654,94376.52,94 377 RUB,Косметический
backyard (332).jpg,backyard,yard,0.5165,0.2849,1.0,0.1162,0,0.388,0.2052,2.3186,0.4484,1,0.0282,0,0.0,0.4222,91420.21,91 420 RUB,Косметический
backyard (333).jpg,backyard,motel,0.5674,0.2949,1.0,0.16,5,0.0005,0.2016,2.3186,0.4804,0,0.0735,5,26.6665,0.395,132036.07,132 036 RUB,Косметический
backyard (334).jpg,backyard,manufactured_home,0.6365,0.2845,1.0,0.1649,3,0.0004,0.1882,2.3186,0.553,2,0.0655,0,0.0,0.4216,105832.02,105 832 RUB,Косметический
backyard (335).jpg,backyard,patio,0.5444,0.2157,0.8567,0.1353,10,0.0,0.1822,2.3186,0.6037,0,0.0242,8,42.6664,0.4337,133134.82,133 135 RUB,Косметический
backyard (336).jpg,backyard,hunting_lodge/outdoor,0.5849,0.281,1.0,0.1769,0,0.0001,0.2033,2.3186,0.5195,2,0.0491,0,0.0,0.3986,104145.3,104 145 RUB,Косметический
backyard (337).jpg,backyard,manufactured_home,0.4947,0.3119,0.2581,0.0485,0,0.0005,0.1724,2.3186,0.3695,0,0.0276,0,0.0,0.6108,78787.39,78 787 RUB,Без ремонта
backyard (338).jpg,backyard,yard,0.5641,0.2762,1.0,0.1796,1,0.0002,0.185,2.3186,0.5103,0,0.0483,0,0.0,0.3897,91481.2,91 481 RUB,Косметический
backyard (339).jpg,backyard,patio,0.5689,0.3021,1.0,0.1387,8,0.0027,0.1819,2.3186,0.469,1,0.0375,4,21.3332,0.4001,140574.97,140 575 RUB,Косметический
backyard (34).jpeg,backyard,kennel/outdoor,0.5957,0.2601,0.8905,0.1717,0,0.2164,0.2015,2.3186,0.5633,1,0.013,0,0.0,0.4584,83558.63,83 559 RUB,Без ремонта
backyard (34).jpg,backyard,driveway,0.3936,0.1817,1.0,0.3166,0,0.114,0.2071,2.3186,0.5384,0,0.116,0,0.0,0.3089,107554.49,107 554 RUB,Косметический
backyard (340).jpg,backyard,manufactured_home,0.6481,0.3409,1.0,0.1248,1,0.0119,0.1869,2.3186,0.474,1,0.0507,0,0.0,0.4355,95547.17,95 547 RUB,Косметический
backyard (341).jpg,backyard,yard,0.492,0.1435,0.4894,0.121,1,0.0257,0.1917,2.3186,0.7084,0,0.0381,0,0.0,0.5283,75297.53,75 298 RUB,Без ремонта
backyard (342).jpg,backyard,yard,0.5709,0.2405,1.0,0.1991,0,0.0759,0.2176,2.3186,0.5788,1,0.0549,0,0.0,0.3961,99845.51,99 846 RUB,Косметический
backyard (343).jpg,backyard,yard,0.3485,0.2535,0.711,0.1634,2,0.188,0.2012,2.3186,0.2725,0,0.0945,1,5.3333,0.4122,125254.67,125 255 RUB,Косметический
backyard (344).jpg,backyard,swimming_pool/outdoor,0.517,0.2637,1.0,0.1643,2,0.0745,0.2444,2.3186,0.4899,1,0.1509,1,5.3333,0.3814,127173.42,127 173 RUB,Косметический
backyard (345).jpg,backyard,motel,0.5081,0.2324,1.0,0.1214,6,0.0282,0.1986,2.3186,0.5426,0,0.0341,5,26.6665,0.3818,124721.42,124 721 RUB,Косметический
backyard (346).jpg,backyard,pavilion,0.4421,0.2212,0.9836,0.1422,5,0.0505,0.2015,2.3186,0.4995,0,0.084,3,15.9999,0.3584,130904.44,130 904 RUB,Косметический
backyard (347).jpg,backyard,manufactured_home,0.6369,0.3044,1.0,0.185,5,0.0533,0.2052,2.3186,0.522,0,0.0627,4,21.3332,0.4231,126275.34,126 275 RUB,Косметический
backyard (348).jpg,backyard,porch,0.5498,0.2103,0.6635,0.1033,0,0.018,0.2054,2.3186,0.6176,0,0.0113,0,0.0,0.502,74517.34,74 517 RUB,Без ремонта
backyard (349).jpg,backyard,patio,0.5841,0.2654,1.0,0.2028,4,0.0329,0.2336,2.3186,0.5457,2,0.0802,4,21.3332,0.3964,142865.65,142 866 RUB,Косметический
backyard (35).jpeg,backyard,yard,0.5985,0.2667,1.0,0.1556,7,0.2002,0.2086,2.33,0.5544,0,0.0428,5,30.0298,0.4283,134057.54,134 058 RUB,Косметический
backyard (35).jpg,backyard,garage/outdoor,0.5903,0.2945,0.5229,0.1139,0,0.2132,0.1772,2.3186,0.501,0,0.0126,0,0.0,0.5778,81246.77,81 247 RUB,Без ремонта
backyard (350).jpg,backyard,yard,0.438,0.2392,1.0,0.2251,0,0.1547,0.1975,2.3186,0.4539,2,0.0635,0,0.0,0.3457,111776.1,111 776 RUB,Косметический
backyard (351).jpg,backyard,porch,0.5656,0.2271,1.0,0.1567,5,0.0276,0.2264,2.3186,0.5984,1,0.0483,3,15.9999,0.3977,123926.47,123 926 RUB,Косметический
backyard (352).jpg,backyard,yard,0.6177,0.2116,1.0,0.1893,1,0.105,0.243,2.3186,0.6574,2,0.0264,1,5.3333,0.4197,114625.7,114 626 RUB,Косметический
backyard (353).jpg,backyard,manufactured_home,0.6231,0.345,1.0,0.1727,0,0.1289,0.1641,2.3186,0.4464,0,0.1045,0,0.0,0.4276,102327.68,102 328 RUB,Косметический
backyard (354).jpg,backyard,swimming_pool/outdoor,0.4624,0.29,1.0,0.1251,5,0.0305,0.2164,2.3186,0.3728,2,0.0323,4,21.3332,0.363,143284.38,143 284 RUB,Косметический
backyard (355).jpg,backyard,playground,0.5952,0.1861,1.0,0.1475,2,0.0124,0.2241,2.3186,0.6874,1,0.0652,2,10.6666,0.4098,124826.62,124 827 RUB,Косметический
backyard (356).jpg,backyard,yard,0.5286,0.276,1.0,0.1497,4,0.022,0.2023,2.3186,0.478,0,0.0658,2,10.6666,0.3837,124731.38,124 731 RUB,Косметический
backyard (357).jpg,backyard,barn,0.6445,0.2566,1.0,0.1662,0,0.0511,0.1934,2.3186,0.6018,1,0.0366,0,0.0,0.4297,88079.03,88 079 RUB,Без ремонта
backyard (358).jpg,backyard,yard,0.3531,0.2184,1.0,0.255,0,0.4905,0.2099,2.3186,0.3815,0,0.1478,0,0.0,0.3393,125135.8,125 136 RUB,Косметический
backyard (359).jpg,backyard,yard,0.4344,0.2167,1.0,0.3008,1,0.3592,0.2441,2.3186,0.5011,3,0.1116,0,0.0,0.3497,126330.49,126 330 RUB,Косметический
backyard (36).jpeg,backyard,yard,0.5637,0.2699,1.0,0.1501,3,0.0233,0.1814,2.33,0.5212,1,0.0504,3,18.0179,0.3978,124277.14,124 277 RUB,Косметический
backyard (36).jpg,backyard,manufactured_home,0.559,0.1822,1.0,0.3246,2,0.0904,0.2043,2.33,0.6741,2,0.0721,0,0.0,0.3727,110840.01,110 840 RUB,Косметический
backyard (360).jpg,backyard,barndoor,0.6928,0.3142,0.6871,0.0781,2,0.0328,0.1598,2.3186,0.5465,2,0.0173,0,0.0,0.5586,99812.31,99 812 RUB,Косметический
backyard (361).jpg,backyard,garage/outdoor,0.4818,0.1909,1.0,0.148,3,0.2417,0.2119,2.3186,0.6038,1,0.0628,2,10.6666,0.3873,120032.3,120 032 RUB,Косметический
backyard (362).jpg,backyard,fire_station,0.583,0.2545,1.0,0.1992,1,0.0275,0.2192,2.3186,0.5635,2,0.0667,0,0.0,0.3961,104751.31,104 751 RUB,Косметический
backyard (363).jpg,backyard,yard,0.5662,0.2542,1.0,0.2165,0,0.3102,0.2224,2.3186,0.551,0,0.104,0,0.0,0.4142,108258.29,108 258 RUB,Косметический
backyard (364).jpg,backyard,picnic_area,0.575,0.3355,1.0,0.2073,10,0.1506,0.2046,2.3186,0.4166,4,0.1027,5,26.6665,0.4036,172748.79,172 749 RUB,Капитальный
backyard (365).jpg,backyard,swimming_pool/outdoor,0.3855,0.2046,1.0,0.2353,1,0.2726,0.2137,2.3186,0.4693,0,0.1497,1,5.3333,0.3344,128762.7,128 763 RUB,Косметический
backyard (366).jpg,backyard,yard,0.3643,0.2602,1.0,0.2077,1,0.2584,0.2021,2.3186,0.2856,1,0.0841,1,5.3333,0.33,124692.98,124 693 RUB,Косметический
backyard (367).jpg,backyard,swimming_pool/outdoor,0.6071,0.2464,0.608,0.0899,2,0.0504,0.2081,2.3186,0.5942,1,0.037,0,0.0,0.5475,93841.62,93 842 RUB,Косметический
backyard (368).jpg,backyard,patio,0.405,0.2982,1.0,0.1062,6,0.0401,0.1834,2.3186,0.2636,2,0.0529,6,31.9998,0.3448,161726.53,161 727 RUB,Косметический
backyard (369).jpg,backyard,manufactured_home,0.6129,0.194,0.5953,0.121,0,0.0133,0.1935,2.3186,0.6834,1,0.0311,0,0.0,0.5437,81961.98,81 962 RUB,Без ремонта
backyard (37).jpeg,backyard,garage/outdoor,0.424,0.2174,1.0,0.2837,0,0.24,0.203,2.3186,0.4873,3,0.031,0,0.0,0.3369,119438.99,119 439 RUB,Косметический
backyard (37).jpg,backyard,yard,0.5011,0.1968,0.6482,0.1664,0,0.0182,0.1717,2.3186,0.6073,0,0.0059,0,0.0,0.4745,77832.48,77 832 RUB,Без ремонта
backyard (370).jpg,backyard,swimming_pool/outdoor,0.632,0.2631,1.0,0.1442,2,0.0027,0.1954,2.3186,0.5837,0,0.0665,0,0.0,0.4243,87003.03,87 003 RUB,Без ремонта
backyard (371).jpg,backyard,yard,0.4952,0.3123,0.7382,0.0817,0,0.5221,0.159,2.3186,0.3692,2,0.0249,0,0.0,0.5125,95580.56,95 581 RUB,Косметический
backyard (372).jpg,backyard,yard,0.7311,0.2348,1.0,0.1535,0,0.1236,0.1532,2.3186,0.6788,1,0.0238,0,0.0,0.4741,77211.13,77 211 RUB,Без ремонта
backyard (373).jpg,backyard,yard,0.4872,0.2663,1.0,0.1597,1,0.3628,0.1948,2.3186,0.4533,0,0.0721,1,5.3333,0.3992,113670.44,113 670 RUB,Косметический
backyard (374).jpg,backyard,yard,0.4576,0.2746,1.0,0.1783,0,0.078,0.2113,2.3186,0.3999,0,0.0661,0,0.0,0.3552,96874.31,96 874 RUB,Косметический
backyard (375).jpg,backyard,patio,0.5798,0.2492,1.0,0.148,7,0.0576,0.2252,2.3186,0.5702,4,0.0631,6,31.9998,0.4081,151081.25,151 081 RUB,Косметический
backyard (376).jpg,backyard,manufactured_home,0.5594,0.2528,0.5975,0.0742,2,0.0239,0.1981,2.3186,0.5481,2,0.0184,0,0.0,0.5321,100570.75,100 571 RUB,Косметический
backyard (377).jpg,backyard,swimming_pool/outdoor,0.4906,0.1983,0.7545,0.0878,5,0.009,0.2014,2.3186,0.5957,0,0.0563,3,15.9999,0.4532,125486.88,125 487 RUB,Косметический
backyard (378).jpg,backyard,yard,0.5011,0.2113,0.7484,0.1557,1,0.117,0.2073,2.3186,0.5783,2,0.0158,0,0.0,0.4565,92165.97,92 166 RUB,Косметический
backyard (379).jpg,backyard,porch,0.6029,0.2678,1.0,0.1274,0,0.0619,0.1824,2.3186,0.5558,1,0.0326,0,0.0,0.4218,90300.79,90 301 RUB,Косметический
backyard (38).jpeg,backyard,yard,0.3906,0.2351,1.0,0.2716,0,0.3443,0.212,2.3186,0.398,4,0.1245,0,0.0,0.3363,137539.82,137 540 RUB,Косметический
backyard (38).jpg,backyard,manufactured_home,0.5163,0.2311,1.0,0.1937,0,0.0286,0.1689,2.3186,0.5525,0,0.04,0,0.0,0.3706,84507.07,84 507 RUB,Без ремонта
backyard (380).jpg,backyard,patio,0.5474,0.2756,1.0,0.148,6,0.0733,0.2101,2.3186,0.4966,1,0.0591,6,31.9998,0.3967,138485.58,138 486 RUB,Косметический
backyard (381).jpg,backyard,yard,0.4203,0.2599,1.0,0.1745,9,0.1867,0.1911,2.3186,0.3815,1,0.0739,5,26.6665,0.3519,153728.83,153 729 RUB,Косметический
backyard (382).jpg,backyard,yard,0.6315,0.266,1.0,0.1616,7,0.1232,0.1867,2.3186,0.5788,0,0.0546,7,37.3331,0.4326,138376.88,138 377 RUB,Косметический
backyard (383).jpg,backyard,swimming_pool/outdoor,0.5911,0.2311,0.7035,0.0655,0,0.0323,0.1737,2.3186,0.6091,0,0.0409,0,0.0,0.5155,82392.56,82 393 RUB,Без ремонта
backyard (384).jpg,backyard,porch,0.423,0.2356,0.6446,0.1415,4,0.0063,0.1931,2.3186,0.443,0,0.0377,4,21.3332,0.4482,130173.16,130 173 RUB,Косметический
backyard (385).jpg,backyard,patio,0.5878,0.2344,1.0,0.1756,7,0.0387,0.1948,2.3186,0.6012,2,0.0799,6,31.9998,0.4039,146200.28,146 200 RUB,Косметический
backyard (386).jpg,backyard,manufactured_home,0.6348,0.2539,0.6467,0.0989,0,0.0107,0.177,2.3186,0.6,0,0.0354,0,0.0,0.5412,77548.93,77 549 RUB,Без ремонта
backyard (387).jpg,backyard,shed,0.5021,0.2256,1.0,0.1511,6,0.2451,0.2464,2.3186,0.5507,2,0.0389,5,26.6665,0.3951,136709.9,136 710 RUB,Косметический
backyard (388).jpg,backyard,patio,0.4951,0.3819,1.0,0.126,6,0.023,0.1647,2.3186,0.2286,1,0.1186,4,21.3332,0.3752,167849.77,167 850 RUB,Косметический
backyard (389).jpg,backyard,yard,0.4504,0.2348,1.0,0.1913,0,0.0405,0.2016,2.3186,0.4786,0,0.0422,0,0.0,0.346,91071.48,91 071 RUB,Косметический
backyard (39).jpeg,backyard,patio,0.4618,0.2286,1.0,0.2298,1,0.3058,0.1837,2.33,0.5051,1,0.0547,1,6.006,0.3694,116393.85,116 394 RUB,Косметический
backyard (39).jpg,backyard,hayfield,0.5009,0.2165,0.7886,0.1436,4,0.0006,0.2094,2.33,0.5679,1,0.0642,0,0.0,0.4351,101173.19,101 173 RUB,Косметический
backyard (390).jpg,backyard,hunting_lodge/outdoor,0.5437,0.2144,1.0,0.1739,0,0.0441,0.2309,2.3186,0.6057,1,0.0694,0,0.0,0.3871,96845.19,96 845 RUB,Косметический
backyard (391).jpg,backyard,patio,0.7395,0.2443,0.3341,0.0631,2,0.0867,0.16,2.3186,0.6696,0,0.0103,0,0.0,0.6916,73815.16,73 815 RUB,Без ремонта
backyard (392).jpg,backyard,yard,0.5009,0.228,1.0,0.2034,2,0.0824,0.2279,2.3186,0.5448,0,0.0567,0,0.0,0.3679,94575.8,94 576 RUB,Косметический
backyard (393).jpg,backyard,porch,0.5358,0.2439,1.0,0.1465,16,0.0138,0.2232,2.3186,0.5447,3,0.0915,16,85.3329,0.3864,175183.11,175 183 RUB,Капитальный
backyard (394).jpg,backyard,yard,0.6427,0.2076,1.0,0.1407,0,0.1454,0.1996,2.3186,0.6769,0,0.046,0,0.0,0.4435,76580.79,76 581 RUB,Без ремонта
backyard (395).jpg,backyard,yard,0.5721,0.2535,1.0,0.1628,0,0.3014,0.2162,2.3186,0.5569,1,0.0803,0,0.0,0.4264,100384.07,100 384 RUB,Косметический
backyard (396).jpg,backyard,patio,0.4556,0.247,1.0,0.2031,5,0.2217,0.2064,2.3186,0.4578,0,0.1137,5,26.6665,0.3638,152610.44,152 610 RUB,Косметический
backyard (397).jpg,backyard,patio,0.5644,0.265,1.0,0.1376,8,0.0214,0.2105,2.3186,0.5304,3,0.0566,8,42.6664,0.4004,150178.09,150 178 RUB,Косметический
backyard (398).jpg,backyard,yard,0.542,0.1811,0.5115,0.0996,0,0.0017,0.1764,2.3186,0.6659,0,0.0109,0,0.0,0.5436,68482.95,68 483 RUB,Без ремонта
backyard (399).jpg,backyard,manufactured_home,0.4431,0.2911,0.5372,0.0724,0,0.1212,0.1625,2.3186,0.3431,0,0.0261,0,0.0,0.5137,86211.6,86 212 RUB,Без ремонта
backyard (4).jpeg,backyard,yard,0.4132,0.1528,0.3575,0.1036,0,0.2194,0.1842,2.3186,0.6303,0,0.0259,0,0.0,0.5593,77374.38,77 374 RUB,Без ремонта
backyard (4).jpg,backyard,driveway,0.6436,0.2991,0.3103,0.06,0,0.0026,0.1591,2.3186,0.5353,1,0.0159,0,0.0,0.6526,80693.89,80 694 RUB,Без ремонта
backyard (40).jpeg,backyard,yard,0.4408,0.1978,1.0,0.2475,0,0.0169,0.1999,2.3059,0.5513,1,0.0623,0,0.0,0.3285,99838.31,99 838 RUB,Косметический
backyard (40).jpg,backyard,patio,0.547,0.2054,1.0,0.1941,7,0.0151,0.2204,2.33,0.6245,3,0.0923,6,36.0358,0.3815,160340.87,160 341 RUB,Косметический
backyard (400).jpg,backyard,yard,0.7088,0.3382,0.2935,0.0241,0,0.3232,0.1087,2.3186,0.5229,1,0.0046,0,0.0,0.723,82538.97,82 539 RUB,Без ремонта
backyard (401).jpg,backyard,yard,0.4409,0.3141,0.5121,0.0496,2,0.0535,0.1419,2.3186,0.2876,0,0.0405,1,5.3333,0.5181,110592.53,110 593 RUB,Косметический
backyard (402).jpg,backyard,athletic_field/outdoor,0.5654,0.2562,0.3191,0.0592,2,0.0059,0.1499,2.3186,0.5469,0,0.0514,0,0.0,0.6192,85277.67,85 278 RUB,Без ремонта
backyard (403).jpg,backyard,yard,0.6458,0.2392,1.0,0.1755,0,0.3749,0.1839,2.3186,0.6297,0,0.0333,0,0.0,0.4607,81147.88,81 148 RUB,Без ремонта
backyard (404).jpg,backyard,yard,0.4849,0.2557,1.0,0.1528,0,0.2315,0.2172,2.3186,0.4727,0,0.0498,0,0.0,0.3865,91812.83,91 813 RUB,Косметический
backyard (405).jpg,backyard,manufactured_home,0.5913,0.3108,0.7508,0.0535,0,0.0531,0.1722,2.3186,0.4744,0,0.0405,0,0.0,0.5059,90723.55,90 724 RUB,Косметический
backyard (406).jpg,backyard,yard,0.5209,0.2477,0.9835,0.1086,0,0.2713,0.2186,2.3186,0.5245,2,0.0242,0,0.0,0.4187,99062.04,99 062 RUB,Косметический
backyard (407).jpg,backyard,yard,0.4753,0.253,0.4222,0.0571,1,0.0069,0.1843,2.3186,0.4678,0,0.0249,0,0.0,0.5527,80872.6,80 873 RUB,Без ремонта
backyard (408).jpg,backyard,garage/outdoor,0.5952,0.2508,0.6631,0.084,0,0.1019,0.2002,2.3186,0.5787,0,0.0581,0,0.0,0.5326,85395.6,85 396 RUB,Без ремонта
backyard (409).jpg,backyard,yard,0.5329,0.2569,1.0,0.1708,0,0.0021,0.2115,2.3186,0.5179,0,0.0201,0,0.0,0.3792,84416.64,84 417 RUB,Без ремонта
backyard (41).jpeg,backyard,yard,0.4093,0.1957,1.0,0.1798,0,0.0198,0.1732,2.3186,0.522,1,0.0299,0,0.0,0.3298,94504.72,94 505 RUB,Косметический
