filename,location,scene_category,brightness,contrast,blur_score,edge_density,num_objects,green_ratio,color_entropy,wall_floor_ratio,light_uniformity,num_windows,defect_score,furniture_count,furniture_density,aesthetic_score
bathroom (271).jpg,bathroom,shower,0.4625,0.1626,0.5653,0.0617,3,0.0,0.1776,2.33,0.6485,1,0.019,0,0.0,0.5031
bathroom (272).jpg,bathroom,bathroom,0.5439,0.165,1.0,0.1409,9,0.0,0.1792,2.33,0.6967,2,0.0814,1,6.006,0.3894
bathroom (273).jpg,bathroom,utility_room,0.6607,0.159,1.0,0.0893,0,0.0178,0.1826,2.33,0.7593,4,0.0135,0,0.0,0.4482
bathroom (274).jpg,bathroom,shower,0.5497,0.1351,0.1151,0.0318,3,0.0,0.1694,2.3333,0.7543,1,0.0047,0,0.0,0.679
bathroom (275).jpg,bathroom,bathroom,0.4693,0.2213,1.0,0.0966,5,0.0,0.1791,2.33,0.5284,1,0.0641,0,0.0,0.3684
bathroom (276).jpg,bathroom,sauna,0.4999,0.1598,0.8507,0.074,16,0.0,0.1567,2.3186,0.6803,0,0.0238,2,10.6666,0.4299
bathroom (277).jpg,bathroom,bathroom,0.5512,0.2526,0.4905,0.0379,3,0.0001,0.1706,2.3186,0.5417,2,0.0222,0,0.0,0.5657
bathroom (278).jpg,bathroom,shower,0.7105,0.1563,1.0,0.079,3,0.0,0.1489,2.3333,0.78,2,0.0358,0,0.0,0.4684
bathroom (279).jpg,bathroom,bathroom,0.6863,0.1129,0.3647,0.0364,5,0.0,0.1724,2.31,0.8355,2,0.0029,0,0.0,0.6578
bathroom (28).jpeg,bathroom,bathroom,0.631,0.1309,0.543,0.0574,1,0.0,0.1589,2.33,0.7925,1,0.0079,0,0.0,0.578
bathroom (28).jpg,bathroom,wet_bar,0.6436,0.18,0.3066,0.0357,1,0.0,0.1579,2.3186,0.7203,2,0.0022,0,0.0,0.6583
bathroom (280).jpg,bathroom,shower,0.6659,0.2332,1.0,0.1109,4,0.0,0.1768,2.3265,0.6498,2,0.1107,1,6.1349,0.4442
bathroom (281).jpg,bathroom,bathroom,0.5639,0.1463,0.2641,0.034,3,0.0,0.1771,2.33,0.7405,0,0.0174,0,0.0,0.6395
bathroom (282).jpg,bathroom,bathroom,0.5811,0.2423,1.0,0.0838,5,0.0,0.2026,2.3232,0.583,2,0.0319,0,0.0,0.4157
bathroom (283).jpg,bathroom,bathroom,0.7341,0.2295,1.0,0.0744,7,0.0099,0.1986,2.31,0.6873,2,0.0408,0,0.0,0.4797
bathroom (284).jpg,bathroom,alcove,0.4394,0.2361,0.4309,0.0632,4,0.0007,0.1891,2.3186,0.4627,0,0.0322,1,5.3333,0.5339
bathroom (285).jpg,bathroom,bathroom,0.5263,0.1227,0.2426,0.0432,2,0.0,0.1646,2.3333,0.7669,1,0.0101,0,0.0,0.6291
bathroom (286).jpg,bathroom,bathroom,0.6151,0.1707,0.5266,0.0454,3,0.0,0.1636,2.33,0.7225,1,0.0119,0,0.0,0.579
bathroom (287).jpg,bathroom,shower,0.5489,0.1468,1.0,0.0904,2,0.0,0.1613,2.33,0.7326,0,0.0832,1,6.006,0.4015
bathroom (288).jpg,bathroom,bathroom,0.5571,0.1526,1.0,0.172,5,0.0026,0.19,2.32,0.726,2,0.0323,3,18.0722,0.3887
bathroom (289).jpg,bathroom,dining_room,0.6144,0.2106,0.8148,0.063,6,0.0,0.1922,2.33,0.6572,4,0.0387,2,12.0119,0.4887
bathroom (29).jpeg,bathroom,bathroom,0.606,0.1561,0.4557,0.0657,5,0.0001,0.1707,2.33,0.7424,1,0.016,0,0.0,0.5926
bathroom (29).jpg,bathroom,bathroom,0.6438,0.1697,0.2762,0.0437,2,0.0,0.179,2.3186,0.7364,2,0.0048,0,0.0,0.6659
bathroom (290).jpg,bathroom,bathroom,0.4837,0.2103,0.6766,0.0505,3,0.0157,0.2047,2.3186,0.5652,2,0.0126,0,0.0,0.482
bathroom (291).jpg,bathroom,utility_room,0.6437,0.1596,0.9628,0.0883,6,0.0013,0.2065,2.33,0.752,3,0.0202,0,0.0,0.4511
bathroom (292).jpg,bathroom,shower,0.708,0.1423,0.5363,0.084,1,0.0,0.1743,2.3333,0.799,1,0.0049,0,0.0,0.6055
bathroom (293).jpg,bathroom,bathroom,0.6332,0.173,1.0,0.0596,3,0.0005,0.1947,2.3333,0.7268,3,0.0443,0,0.0,0.4414
bathroom (294).jpg,bathroom,bathroom,0.6489,0.1848,1.0,0.0599,4,0.0,0.176,2.33,0.7152,4,0.034,1,6.006,0.4476
bathroom (295).jpg,bathroom,bathroom,0.6188,0.2826,1.0,0.064,5,0.0,0.1895,2.3186,0.5433,2,0.0388,0,0.0,0.4347
bathroom (296).jpg,bathroom,wet_bar,0.4883,0.2375,0.7139,0.0986,9,0.0232,0.2124,2.33,0.5136,4,0.0589,2,12.0119,0.4638
bathroom (297).jpg,bathroom,closet,0.4675,0.2029,0.363,0.056,2,0.001,0.1949,2.3333,0.566,0,0.0241,0,0.0,0.567
bathroom (298).jpg,bathroom,utility_room,0.5382,0.2063,1.0,0.0819,8,0.0,0.1834,2.32,0.6167,2,0.0198,0,0.0,0.3989
bathroom (299).jpg,bathroom,bathroom,0.4991,0.1259,1.0,0.0774,5,0.0,0.1558,2.32,0.7477,1,0.0144,0,0.0,0.3842
bathroom (3).jpeg,bathroom,bathroom,0.4577,0.2384,0.2179,0.0476,3,0.0,0.175,2.3186,0.4793,0,0.0474,0,0.0,0.6082
bathroom (3).jpg,bathroom,closet,0.7642,0.2101,0.0951,0.0104,0,0.0,0.0791,2.3186,0.7251,0,0.0005,0,0.0,0.7751
bathroom (30).jpeg,bathroom,jacuzzi/indoor,0.5178,0.1662,0.4757,0.0506,0,0.0006,0.1501,2.3186,0.679,0,0.0045,0,0.0,0.5543
bathroom (30).jpg,bathroom,bathroom,0.7605,0.3007,0.1773,0.0297,3,0.0008,0.1265,2.3186,0.6046,1,0.0033,0,0.0,0.7452
bathroom (300).jpg,bathroom,bathroom,0.5062,0.1693,1.0,0.1178,5,0.0,0.1807,2.33,0.6656,0,0.055,0,0.0,0.3789
bathroom (301).jpg,bathroom,wet_bar,0.4652,0.1381,0.3626,0.0608,1,0.0,0.1764,2.3186,0.7031,2,0.0172,0,0.0,0.5651
bathroom (302).jpg,bathroom,bathroom,0.4624,0.2318,0.7322,0.0624,4,0.0,0.1716,2.3186,0.4986,2,0.0296,0,0.0,0.4528
bathroom (303).jpg,bathroom,bathroom,0.2788,0.176,0.2389,0.037,2,0.0004,0.1376,2.3333,0.3686,0,0.0076,0,0.0,0.5325
bathroom (304).jpg,bathroom,shower,0.6656,0.1856,1.0,0.1269,3,0.0,0.181,2.33,0.7212,5,0.0195,0,0.0,0.4409
bathroom (305).jpg,bathroom,bathroom,0.4099,0.2017,0.6874,0.0933,6,0.0,0.1981,2.3333,0.5079,1,0.0232,0,0.0,0.4391
bathroom (306).jpg,bathroom,bathroom,0.5779,0.1827,0.8205,0.0725,6,0.0025,0.1923,2.33,0.6839,4,0.0041,0,0.0,0.4708
bathroom (307).jpg,bathroom,bathroom,0.6049,0.1894,0.289,0.0533,0,0.0,0.22,2.3333,0.687,4,0.0075,0,0.0,0.6446
bathroom (308).jpg,bathroom,shower,0.5093,0.206,0.9794,0.0594,2,0.0002,0.2007,2.33,0.5956,2,0.0262,0,0.0,0.398
bathroom (309).jpg,bathroom,bathroom,0.4903,0.1577,0.6932,0.0747,1,0.0031,0.192,2.3186,0.6783,1,0.0222,0,0.0,0.4735
bathroom (31).jpeg,bathroom,shower,0.5989,0.122,0.1632,0.0378,4,0.0,0.1319,2.3186,0.7964,1,0.0023,0,0.0,0.683
bathroom (31).jpg,bathroom,bathroom,0.6693,0.3322,0.1797,0.0239,4,0.0,0.1403,2.3186,0.5036,2,0.003,0,0.0,0.709
bathroom (310).jpg,bathroom,bathroom,0.6623,0.1861,0.9285,0.0668,4,0.0,0.1672,2.33,0.719,1,0.0168,0,0.0,0.473
bathroom (311).jpg,bathroom,utility_room,0.475,0.1672,0.5578,0.0616,4,0.001,0.1432,2.3196,0.6479,1,0.0141,4,24.8446,0.5104
bathroom (312).jpg,bathroom,utility_room,0.4239,0.2258,0.5897,0.0577,3,0.0,0.1771,2.3333,0.4674,1,0.0461,0,0.0,0.4811
bathroom (313).jpg,bathroom,bathroom,0.3814,0.2443,0.3861,0.046,3,0.0,0.1839,2.3186,0.3595,1,0.0206,0,0.0,0.5276
bathroom (314).jpg,bathroom,bathroom,0.5728,0.0966,0.3915,0.0408,7,0.0,0.1405,2.32,0.8314,0,0.0124,0,0.0,0.6035
bathroom (315).jpg,bathroom,shower,0.4418,0.1744,0.2962,0.0451,1,0.0,0.1726,2.3333,0.6053,0,0.0112,0,0.0,0.5788
bathroom (316).jpg,bathroom,shower,0.6547,0.1198,0.2459,0.0439,2,0.0,0.1588,2.3333,0.817,1,0.003,0,0.0,0.6793
bathroom (317).jpg,bathroom,bathroom,0.6019,0.2052,0.4469,0.0749,5,0.0,0.2055,2.32,0.659,2,0.0214,0,0.0,0.5917
bathroom (318).jpg,bathroom,bow_window/indoor,0.4264,0.2037,0.6664,0.0781,0,0.0,0.1702,2.3186,0.5224,1,0.0105,0,0.0,0.455
bathroom (319).jpg,bathroom,bathroom,0.5292,0.2191,0.4994,0.06,2,0.0,0.1858,2.3186,0.586,2,0.0328,0,0.0,0.5498
bathroom (32).jpeg,bathroom,bathroom,0.5317,0.1707,0.3635,0.0419,5,0.0,0.1628,2.3186,0.679,0,0.0064,0,0.0,0.5952
bathroom (32).jpg,bathroom,bathroom,0.7386,0.1896,0.3644,0.0436,2,0.0,0.1872,2.3186,0.7433,3,0.0073,0,0.0,0.6774
bathroom (320).jpg,bathroom,bathroom,0.3484,0.2136,0.7498,0.0612,2,0.0008,0.1641,2.3186,0.3867,1,0.0505,0,0.0,0.4023
bathroom (321).jpg,bathroom,bathroom,0.7168,0.3105,0.4155,0.0302,4,0.0,0.1466,2.3186,0.5669,1,0.0153,0,0.0,0.6561
bathroom (322).jpg,bathroom,bow_window/indoor,0.5178,0.1591,1.0,0.0873,1,0.0001,0.193,2.33,0.6927,0,0.0462,1,6.006,0.3897
bathroom (323).jpg,bathroom,utility_room,0.4699,0.164,0.7676,0.0706,4,0.0,0.1507,2.3186,0.6511,1,0.0221,0,0.0,0.4436
bathroom (324).jpg,bathroom,bathroom,0.4721,0.1386,1.0,0.0658,4,0.0033,0.1685,2.3168,0.7064,0,0.0423,0,0.0,0.376
bathroom (325).jpg,bathroom,shower,0.601,0.1235,1.0,0.0726,2,0.0,0.1822,2.33,0.7945,2,0.0065,0,0.0,0.4259
bathroom (326).jpg,bathroom,bathroom,0.7793,0.1532,0.8525,0.0801,1,0.0055,0.1835,2.3186,0.8035,1,0.0185,0,0.0,0.5405
bathroom (327).jpg,bathroom,bathroom,0.5981,0.1176,0.9286,0.0691,6,0.0001,0.1781,2.33,0.8034,0,0.0155,0,0.0,0.4468
bathroom (328).jpg,bathroom,bathroom,0.408,0.2181,0.3332,0.0438,3,0.0001,0.1706,2.3186,0.4654,0,0.0165,0,0.0,0.5545
bathroom (329).jpg,bathroom,bathroom,0.6269,0.1964,1.0,0.0841,5,0.0,0.1709,2.33,0.6867,3,0.0552,0,0.0,0.434
bathroom (33).jpeg,bathroom,shower,0.7048,0.1168,0.9268,0.0679,2,0.0,0.151,2.31,0.8343,2,0.0136,0,0.0,0.4903
bathroom (33).jpg,bathroom,bathroom,0.5844,0.2301,0.7419,0.0898,9,0.0016,0.1942,2.3186,0.6062,0,0.012,1,5.3333,0.4934
bathroom (330).jpg,bathroom,bathroom,0.4584,0.1305,1.0,0.1891,11,0.0001,0.1697,2.33,0.7152,0,0.053,0,0.0,0.3455
bathroom (331).jpg,bathroom,bathroom,0.4953,0.1618,1.0,0.1097,5,0.0,0.1903,2.33,0.6733,2,0.0356,0,0.0,0.3762
bathroom (332).jpg,bathroom,bathroom,0.533,0.1693,1.0,0.0818,3,0.0,0.1827,2.3186,0.6824,1,0.0218,0,0.0,0.3968
bathroom (333).jpg,bathroom,bathroom,0.6836,0.1286,0.5751,0.0528,2,0.0001,0.1804,2.3186,0.812,5,0.0063,0,0.0,0.5904
bathroom (334).jpg,bathroom,alcove,0.4945,0.2981,0.5062,0.058,6,0.0021,0.1949,2.3333,0.3972,3,0.0629,0,0.0,0.5345
bathroom (335).jpg,bathroom,bathroom,0.6963,0.1254,0.4081,0.0533,1,0.0036,0.1562,2.3186,0.8199,2,0.005,0,0.0,0.6458
bathroom (336).jpg,bathroom,bathroom,0.5239,0.1476,0.5596,0.0593,6,0.0182,0.1811,2.3186,0.7183,1,0.0292,0,0.0,0.5316
bathroom (337).jpg,bathroom,bathroom,0.4555,0.1853,0.4706,0.0711,5,0.0015,0.1836,2.3186,0.5932,1,0.0189,1,5.3333,0.5269
bathroom (338).jpg,bathroom,bathroom,0.4444,0.1036,0.2412,0.0294,4,0.0,0.134,2.3186,0.7669,0,0.0074,0,0.0,0.5995
bathroom (339).jpg,bathroom,bathroom,0.4463,0.2412,1.0,0.093,5,0.0,0.2063,2.33,0.4597,3,0.0538,0,0.0,0.3599
bathroom (34).jpeg,bathroom,bathroom,0.5104,0.1701,0.5626,0.0455,4,0.0014,0.1705,2.3333,0.6668,0,0.0512,1,5.3333,0.5264
bathroom (34).jpg,bathroom,bathroom,0.6572,0.2428,0.4395,0.0484,1,0.0,0.1752,2.3186,0.6306,2,0.0092,0,0.0,0.6213
bathroom (340).jpg,bathroom,shower,0.5137,0.1164,1.0,0.0737,4,0.0,0.1663,2.33,0.7734,1,0.0259,0,0.0,0.3907
bathroom (341).jpg,bathroom,elevator/door,0.7144,0.2434,0.4399,0.0337,0,0.0014,0.1807,2.3333,0.6593,2,0.0139,0,0.0,0.6472
bathroom (342).jpg,bathroom,bathroom,0.5248,0.15,0.6822,0.0598,8,0.0,0.1682,2.3186,0.7142,1,0.0178,0,0.0,0.4933
bathroom (343).jpg,bathroom,bathroom,0.7569,0.1467,1.0,0.0775,1,0.0007,0.1503,2.33,0.8062,1,0.01,0,0.0,0.4873
bathroom (344).jpg,bathroom,wet_bar,0.3949,0.1669,0.1834,0.0378,4,0.0,0.1595,2.3186,0.5773,1,0.0494,0,0.0,0.5954
bathroom (345).jpg,bathroom,sauna,0.5264,0.2854,0.188,0.0569,5,0.0,0.1991,2.3059,0.4578,1,0.0122,0,0.0,0.6428
bathroom (346).jpg,bathroom,shower,0.6053,0.1771,0.6768,0.0498,1,0.0,0.1789,2.3333,0.7074,0,0.0242,0,0.0,0.5291
bathroom (347).jpg,bathroom,bathroom,0.7004,0.2236,0.1997,0.0362,3,0.0,0.1719,2.3333,0.6807,1,0.0092,0,0.0,0.713
bathroom (348).jpg,bathroom,bathroom,0.4935,0.1248,0.1075,0.0213,2,0.0,0.1622,2.3333,0.747,0,0.0119,0,0.0,0.6609
bathroom (349).jpg,bathroom,sauna,0.2879,0.2173,0.6374,0.1054,8,0.0,0.1732,2.3333,0.2452,2,0.0327,2,14.1342,0.4029
bathroom (35).jpeg,bathroom,utility_room,0.5464,0.2044,0.447,0.0397,7,0.0004,0.163,2.3186,0.6259,4,0.0056,0,0.0,0.5766
bathroom (35).jpg,bathroom,bathroom,0.6084,0.2273,0.6914,0.0762,2,0.0001,0.1689,2.3186,0.6264,1,0.0122,0,0.0,0.5207
bathroom (350).jpg,bathroom,shower,0.3079,0.2866,1.0,0.1182,3,0.024,0.1525,2.33,0.0691,2,0.0463,0,0.0,0.3019
bathroom (351).jpg,bathroom,bathroom,0.6402,0.1388,1.0,0.0836,8,0.0,0.1684,2.33,0.7832,1,0.0257,0,0.0,0.4393
bathroom (352).jpg,bathroom,bathroom,0.5994,0.2535,0.6782,0.0759,5,0.0008,0.1739,2.33,0.5771,4,0.0239,0,0.0,0.5212
bathroom (353).jpg,bathroom,wet_bar,0.3981,0.1898,0.8933,0.0712,6,0.0014,0.1941,2.32,0.5233,0,0.0964,2,12.0481,0.3772
bathroom (354).jpg,bathroom,bathroom,0.3963,0.1838,0.5554,0.0447,4,0.0003,0.1644,2.3186,0.5363,0,0.0332,0,0.0,0.483
bathroom (355).jpg,bathroom,bathroom,0.8005,0.1186,0.2305,0.0502,3,0.0,0.1486,2.33,0.8518,5,0.0007,0,0.0,0.741
bathroom (356).jpg,bathroom,bathroom,0.6044,0.1547,1.0,0.0449,2,0.0,0.156,2.33,0.7441,2,0.0272,0,0.0,0.4328
bathroom (357).jpg,bathroom,bathroom,0.4298,0.1758,0.4135,0.0467,4,0.0,0.1961,2.33,0.5908,2,0.0168,0,0.0,0.5385
bathroom (358).jpg,bathroom,utility_room,0.5029,0.1717,1.0,0.1041,9,0.0,0.1793,2.33,0.6586,1,0.0177,0,0.0,0.3803
bathroom (359).jpg,bathroom,bathroom,0.5543,0.2212,1.0,0.0986,9,0.0218,0.227,2.3186,0.6009,2,0.0219,0,0.0,0.4042
bathroom (36).jpeg,bathroom,bathroom,0.5077,0.2397,0.4853,0.0335,3,0.0,0.1832,2.3186,0.5279,1,0.0266,0,0.0,0.5508
bathroom (36).jpg,bathroom,bathroom,0.5769,0.2181,0.5368,0.0566,5,0.0773,0.1881,2.3186,0.622,2,0.0186,0,0.0,0.5661
bathroom (360).jpg,bathroom,utility_room,0.5821,0.1993,1.0,0.1161,3,0.0,0.2038,2.3333,0.6576,4,0.0266,0,0.0,0.4096
bathroom (361).jpg,bathroom,bathroom,0.5487,0.1163,0.4756,0.0874,4,0.0,0.1816,2.33,0.788,0,0.0261,1,6.006,0.5593
bathroom (362).jpg,bathroom,bow_window/indoor,0.66,0.2166,1.0,0.157,5,0.0047,0.2209,2.32,0.6719,7,0.0546,0,0.0,0.4331
bathroom (363).jpg,bathroom,bathroom,0.473,0.1877,0.7756,0.0762,9,0.0,0.1689,2.33,0.6031,0,0.0511,3,18.0179,0.4413
bathroom (364).jpg,bathroom,closet,0.6972,0.0945,0.133,0.0209,0,0.0,0.1638,2.3333,0.8645,1,0.0019,0,0.0,0.7348
bathroom (365).jpg,bathroom,bathroom,0.5182,0.1741,0.7988,0.0651,13,0.0003,0.1512,2.3186,0.6641,1,0.035,1,5.3333,0.4547
bathroom (366).jpg,bathroom,bathroom,0.3946,0.2268,0.8309,0.0852,1,0.0073,0.1676,2.3059,0.4252,1,0.0328,0,0.0,0.3923
bathroom (367).jpg,bathroom,bathroom,0.5819,0.1201,0.0862,0.023,2,0.0,0.1202,2.3333,0.7935,0,0.0051,0,0.0,0.7023
bathroom (368).jpg,bathroom,bow_window/indoor,0.4016,0.1845,0.4585,0.0568,1,0.0007,0.164,2.3186,0.5405,1,0.013,0,0.0,0.5118
bathroom (369).jpg,bathroom,bathroom,0.5053,0.1287,0.6731,0.0558,5,0.0,0.1668,2.3186,0.7453,0,0.0073,0,0.0,0.489
bathroom (37).jpeg,bathroom,closet,0.7412,0.1048,0.1439,0.0377,1,0.0,0.1219,2.3333,0.8585,3,0.0012,0,0.0,0.7458
bathroom (37).jpg,bathroom,bathroom,0.6474,0.1869,0.3954,0.0565,5,0.0082,0.1894,2.3186,0.7113,3,0.0134,1,5.3333,0.6299
bathroom (370).jpg,bathroom,shower,0.775,0.1861,1.0,0.0739,6,0.0,0.1767,2.3186,0.7598,2,0.0046,0,0.0,0.4952
bathroom (371).jpg,bathroom,wet_bar,0.5581,0.1083,0.4363,0.0549,4,0.0006,0.1636,2.32,0.806,0,0.0158,1,6.0241,0.5814
bathroom (372).jpg,bathroom,shower,0.4035,0.2616,0.3626,0.0483,1,0.0012,0.153,2.3186,0.3517,0,0.0197,0,0.0,0.5431
bathroom (373).jpg,bathroom,bathroom,0.4767,0.21,1.0,0.0883,9,0.0001,0.2168,2.32,0.5594,1,0.0553,2,12.0481,0.373
bathroom (374).jpg,bathroom,bathroom,0.4995,0.1873,0.2304,0.0558,4,0.0,0.158,2.3186,0.625,1,0.0222,0,0.0,0.6195
bathroom (375).jpg,bathroom,wet_bar,0.5993,0.1408,1.0,0.0844,2,0.0,0.1426,2.33,0.7651,1,0.0643,0,0.0,0.4229
bathroom (376).jpg,bathroom,bathroom,0.4441,0.1422,0.3705,0.0618,4,0.0,0.2004,2.33,0.6798,0,0.0153,0,0.0,0.5541
bathroom (377).jpg,bathroom,shower,0.4798,0.112,1.0,0.069,2,0.0002,0.1712,2.32,0.7666,0,0.028,0,0.0,0.3782
bathroom (378).jpg,bathroom,shower,0.503,0.1363,0.6078,0.0579,2,0.0023,0.1672,2.3186,0.7289,0,0.0258,0,0.0,0.5075
bathroom (379).jpg,bathroom,bathroom,0.386,0.1744,0.6719,0.0646,5,0.0014,0.1681,2.3186,0.5483,2,0.0208,2,10.6666,0.44
bathroom (38).jpeg,bathroom,shower,0.6139,0.1949,0.6075,0.0844,2,0.0,0.1796,2.3333,0.6824,1,0.0238,0,0.0,0.5464
bathroom (38).jpg,bathroom,bathroom,0.6967,0.2309,1.0,0.1095,4,0.0015,0.2054,2.3186,0.6685,2,0.0261,0,0.0,0.4569
bathroom (380).jpg,bathroom,bathroom,0.6641,0.2157,1.0,0.1359,3,0.0,0.2182,2.3186,0.6751,2,0.0401,0,0.0,0.4384
bathroom (381).jpg,bathroom,bathroom,0.5175,0.1958,0.2306,0.021,2,0.0168,0.1518,2.3069,0.6216,0,0.0124,0,0.0,0.6353
bathroom (382).jpg,bathroom,playroom,0.512,0.2167,1.0,0.1126,5,0.0016,0.2119,2.33,0.5768,2,0.0698,0,0.0,0.3824
bathroom (383).jpg,bathroom,shower,0.5115,0.1403,0.9347,0.0536,2,0.0061,0.1571,2.3186,0.7257,1,0.045,1,5.3333,0.4141
bathroom (384).jpg,bathroom,bathroom,0.5886,0.1789,0.1682,0.0377,2,0.0,0.1961,2.3333,0.6961,0,0.0051,0,0.0,0.6775
bathroom (385).jpg,bathroom,bathroom,0.619,0.1785,1.0,0.0537,4,0.0,0.1677,2.33,0.7116,2,0.0091,0,0.0,0.4368
bathroom (386).jpg,bathroom,bathroom,0.4858,0.1865,0.168,0.0231,4,0.0,0.1749,2.3186,0.6161,0,0.027,3,15.9999,0.6393
bathroom (387).jpg,bathroom,bathroom,0.4694,0.1743,0.8841,0.0735,5,0.0001,0.1866,2.3186,0.6287,0,0.0372,0,0.0,0.4078
bathroom (388).jpg,bathroom,bathroom,0.5452,0.1991,0.5566,0.0583,4,0.0,0.1974,2.3186,0.6348,1,0.031,0,0.0,0.5395
bathroom (389).jpg,bathroom,bathroom,0.686,0.3147,0.5512,0.0459,4,0.0,0.1527,2.3097,0.5412,2,0.017,0,0.0,0.5998
bathroom (39).jpeg,bathroom,bathroom,0.682,0.2026,1.0,0.0961,4,0.0211,0.2017,2.3186,0.703,4,0.0334,0,0.0,0.4557
bathroom (39).jpg,bathroom,bathroom,0.6411,0.2034,0.3464,0.0531,3,0.0,0.1602,2.3186,0.6828,0,0.0125,0,0.0,0.6419
bathroom (390).jpg,bathroom,bathroom,0.7416,0.3189,1.0,0.0486,4,0.0,0.13,2.3097,0.57,1,0.0399,0,0.0,0.4869
bathroom (391).jpg,bathroom,wet_bar,0.4273,0.1512,0.821,0.0932,5,0.0,0.1606,2.3186,0.6462,0,0.0346,0,0.0,0.406
bathroom (392).jpg,bathroom,bathroom,0.5691,0.1653,0.3492,0.0286,6,0.0,0.1521,2.3186,0.7096,0,0.0081,0,0.0,0.6171
bathroom (393).jpg,bathroom,bathroom,0.5061,0.1436,0.2418,0.039,3,0.0,0.1822,2.3186,0.7164,1,0.0191,1,5.3333,0.6221
bathroom (394).jpg,bathroom,alcove,0.3572,0.2643,0.2285,0.0389,2,0.0013,0.1688,2.3186,0.2599,0,0.0094,0,0.0,0.5667
bathroom (395).jpg,bathroom,bathroom,0.7289,0.2529,0.2277,0.0263,4,0.0,0.125,2.3186,0.6531,0,0.0034,0,0.0,0.718
bathroom (396).jpg,bathroom,bathroom,0.7146,0.2627,0.2669,0.0333,3,0.0002,0.1205,2.3186,0.6323,1,0.0013,0,0.0,0.6991
bathroom (397).jpg,bathroom,bathroom,0.708,0.2605,0.48,0.0489,2,0.0,0.1599,2.3186,0.6321,3,0.0224,0,0.0,0.6294
bathroom (398).jpg,bathroom,bathroom,0.3711,0.229,0.4188,0.0469,5,0.001,0.1819,2.3186,0.3827,1,0.035,0,0.0,0.5135
bathroom (399).jpg,bathroom,bathroom,0.6402,0.3701,0.4569,0.0548,5,0.0035,0.1409,2.3186,0.4219,0,0.0319,0,0.0,0.6084
bathroom (4).jpeg,bathroom,bathroom,0.5458,0.202,0.2644,0.041,4,0.0,0.1804,2.3186,0.6299,1,0.0555,0,0.0,0.6308
bathroom (4).jpg,bathroom,bathroom,0.5134,0.1213,0.4097,0.0534,3,0.0,0.1483,2.3186,0.7636,0,0.0448,0,0.0,0.5718
bathroom (40).jpeg,bathroom,bathroom,0.4829,0.268,0.7661,0.0373,4,0.0,0.1929,2.3333,0.445,2,0.0203,0,0.0,0.4559
bathroom (40).jpg,bathroom,bathroom,0.6115,0.2479,0.6915,0.0821,5,0.0,0.1786,2.3186,0.5946,2,0.0178,0,0.0,0.5207
bathroom (400).jpg,bathroom,bathroom,0.5619,0.2231,0.1965,0.0341,4,0.0,0.1674,2.3186,0.6029,2,0.0039,0,0.0,0.659
bathroom (401).jpg,bathroom,bathroom,0.4447,0.1687,0.2651,0.0462,3,0.0021,0.1702,2.3186,0.6206,1,0.0279,0,0.0,0.5893
bathroom (402).jpg,bathroom,shower,0.6333,0.2136,0.3936,0.0455,1,0.0,0.1955,2.3186,0.6626,2,0.0034,0,0.0,0.6261
bathroom (403).jpg,bathroom,bathroom,0.5962,0.3896,0.3415,0.0322,3,0.0,0.1464,2.3186,0.3466,1,0.0102,0,0.0,0.6296
bathroom (404).jpg,bathroom,bathroom,0.7306,0.2891,0.2947,0.0491,2,0.0,0.1407,2.3186,0.6042,1,0.0104,0,0.0,0.694
bathroom (405).jpg,bathroom,bathroom,0.6235,0.2012,0.7172,0.081,3,0.0002,0.1846,2.3186,0.6773,0,0.0176,0,0.0,0.5181
bathroom (406).jpg,bathroom,bathroom,0.3827,0.1741,0.0996,0.0347,2,0.0008,0.1591,2.3186,0.5451,0,0.021,0,0.0,0.6163
bathroom (407).jpg,bathroom,bathroom,0.473,0.1636,0.1664,0.0309,3,0.0168,0.147,2.3186,0.654,0,0.0155,0,0.0,0.6348
bathroom (408).jpg,bathroom,bathroom,0.6207,0.2433,0.9735,0.0808,2,0.0017,0.2062,2.3186,0.608,3,0.0913,0,0.0,0.4402
bathroom (409).jpg,bathroom,wet_bar,0.5834,0.0985,0.1661,0.0293,2,0.0,0.1546,2.3186,0.8312,0,0.0003,0,0.0,0.6777
bathroom (41).jpeg,bathroom,shower,0.4622,0.1698,1.0,0.0748,1,0.0,0.1691,2.3097,0.6326,1,0.0422,0,0.0,0.3699
bathroom (41).jpg,bathroom,shower,0.6011,0.2449,0.5538,0.0558,1,0.0001,0.1656,2.3186,0.5926,0,0.0083,0,0.0,0.5632
bathroom (410).jpg,bathroom,bathroom,0.7938,0.2684,0.5149,0.0426,2,0.0,0.1312,2.3186,0.6619,2,0.0237,0,0.0,0.6545
bathroom (411).jpg,bathroom,shower,0.7036,0.2843,0.2003,0.0385,0,0.0,0.1327,2.3186,0.5959,0,0.0198,0,0.0,0.7137
bathroom (412).jpg,bathroom,bathroom,0.7007,0.2496,1.0,0.1029,6,0.0031,0.1716,2.3186,0.6438,3,0.0333,1,5.3333,0.46
bathroom (413).jpg,bathroom,shower,0.4495,0.1762,0.5927,0.081,5,0.0018,0.1648,2.3186,0.6079,0,0.0862,0,0.0,0.486
bathroom (414).jpg,bathroom,shower,0.3889,0.1997,0.6527,0.0908,4,0.0025,0.1646,2.3186,0.4866,0,0.0819,1,5.3333,0.4418
